sido,sigungu,dong
충청남도,서산시,팔봉면
충청남도,서산시,해미면
충청남도,서천군,마서면
충청남도,서천군,서면
충청남도,서천군,서천읍
충청남도,서천군,장항읍
충청남도,서천군,종천면
충청남도,아산시,권곡동
충청남도,아산시,권곡동85-3
충청남도,아산시,도고면
충청남도,아산시,둔포면
충청남도,아산시,모종동
충청남도,아산시,방축동
충청남도,아산시,배미동
충청남도,아산시,배방읍
충청남도,아산시,법곡동
충청남도,아산시,북수리
충청남도,아산시,송악면
충청남도,아산시,신창면
충청남도,아산시,실옥동
충청남도,아산시,온천동
충청남도,아산시,용화동
충청남도,아산시,월랑리
충청남도,아산시,음봉면
충청남도,아산시,인주면
충청남도,아산시,탕정면
충청남도,아산시,풍기동
충청남도,예산군,고덕면
충청남도,예산군,대흥면
충청남도,예산군,덕산면
충청남도,예산군,삽교읍
충청남도,예산군,예산읍
충청남도,예산군,응봉면
충청남도,천안시,동남구
충청남도,천안시,부대동
충청남도,천안시,삼룡동
충청남도,천안시,서북구
충청남도,천안시,성거읍
충청남도,천안시,성성동
충청남도,천안시,성정동
충청남도,천안시,쌍용동
충청남도,청양군,정산면
충청남도,청양군,청양읍
충청남도,태안군,안면읍
충청남도,태안군,태안읍
충청남도,홍성군,갈산면
충청남도,홍성군,결성면
충청남도,홍성군,광천읍
충청남도,홍성군,서부면
충청남도,홍성군,홍북읍
충청남도,홍성군,홍성읍
충청북도,괴산군,괴산읍
충청북도,괴산군,불정면
충청북도,괴산군,연풍면
충청북도,괴산군,장연면
충청북도,괴산군,청안면
충청북도,괴산군,청천면
충청북도,괴산군,칠성면
충청북도,단양군,단양읍
충청북도,단양군,매포읍
충청북도,보은군,보은읍
충청북도,영동군,용산면
충청북도,영동군,황간면
충청북도,옥천군,옥천읍
충청북도,옥천군,이원면
충청북도,옥천군,청산면
충청북도,음성군,금왕읍
충청북도,음성군,대소면
충청북도,음성군,맹동면
충청북도,음성군,삼성면
충청북도,음성군,생극면
충청북도,음성군,음성읍
충청북도,제천시,강제동
충청북도,제천시,고암동
충청북도,제천시,교동
충청북도,제천시,금성면
충청북도,제천시,덕산면
충청북도,제천시,동현동
충청북도,제천시,봉양읍
충청북도,제천시,서부동
충청북도,제천시,수산면
충청북도,제천시,신백동
충청북도,제천시,신월동
충청북도,제천시,영천동
충청북도,제천시,왕암동
충청북도,제천시,장락동
충청북도,제천시,중앙로2가
충청북도,제천시,천남동
충청북도,제천시,청전동
충청북도,제천시,하소동
충청북도,제천시,화산동
충청북도,증평군,도안면
충청북도,증평군,증평읍
충청북도,진천군,광혜원면
충청북도,진천군,덕산읍
충청북도,진천군,이월면
충청북도,진천군,진천읍
충청북도,청주시,상당구
충청북도,청주시,서원구
충청북도,청주시,청원구
충청북도,청주시,흥덕구
충청북도,충주시,교현동
충청북도,충주시,금가면
충청북도,충주시,금릉동
충청북도,충주시,노은면
충청북도,충주시,대소원면
충청북도,충주시,동량면
충청북도,충주시,목행동
충청북도,충주시,문화동
충청북도,충주시,봉방동
충청북도,충주시,성내동
충청북도,충주시,수안보면
충청북도,충주시,앙성면
충청북도,충주시,엄정면
충청북도,충주시,연수동
충청북도,충주시,용두동
충청북도,충주시,용산동
충청북도,충주시,용탄동
충청북도,충주시,주덕읍
충청북도,충주시,중앙탑면
충청북도,충주시,지현동
충청북도,충주시,칠금동
충청북도,충주시,호암동
